elapsed_total_sec,epoch,epoch_time_sec,fold,rswa_learning_rate,staging_learning_rate,timestamp_utc,train_rswa_any_loss,train_rswa_loss,train_rswa_phasic_loss,train_rswa_tonic_loss,train_staging_loss,train_time_sec,val_rswa_any_f1,val_rswa_any_kappa,val_rswa_any_loss,val_rswa_loss,val_rswa_movement_f1,val_rswa_movement_kappa,val_rswa_phasic_f1,val_rswa_phasic_kappa,val_rswa_phasic_loss,val_rswa_rswa_f1_macro,val_rswa_rswa_kappa_macro,val_rswa_tonic_f1,val_rswa_tonic_kappa,val_rswa_tonic_loss,val_staging_balanced_accuracy,val_staging_f1_macro,val_staging_kappa,val_staging_loss,val_time_sec
46.80416809500002,1,46.25693271299997,0,0.0001,0.0001,2026-08-15T20:35:41+00:00,0.5336208253625839,2.0410904714039395,0.45836957579567317,1.0491000754492623,1.4905753968253967,40.58274103199983,0.0,0.0,0.4610464423894882,1.4971061684191227,0.0,0.0,0.0,0.0,0.40092882234603167,0.0,0.0,0.0,0.0,0.6351309083402157,0.2,0.11232210014010766,0.0,1.42333984375,5.654569160999927
89.27263740699982,2,42.262623761000214,0,0.0001,0.0001,2026-08-15T20:36:23+00:00,0.4301855464776357,1.4753202753407615,0.3774689031498773,0.6676658235845112,1.2787698412698412,36.83517774600023,0.6713656387665198,0.6274212529411449,0.2892084983177483,0.7589464392513037,0.6713656387665198,0.6274212529411449,0.5297619047619048,0.5000176653060455,0.24206786742433906,0.4597817884368676,0.43336947385392177,0.1782178217821782,0.17266950331457476,0.22767007001675665,0.36866789664663174,0.3119386211073072,0.1968860398966521,1.337158203125,5.4103878290002285
134.01393483899983,3,44.5349027340003,0,0.0001,0.0001,2026-08-15T20:37:08+00:00,0.2542342339006681,0.8447892315804012,0.2220098271019875,0.36854516927685055,1.1391369047619047,39.08396446799998,0.8120035304501324,0.7797283175329588,0.21929155150428414,0.5401370730251074,0.8120035304501324,0.7797283175329588,0.6962962962962963,0.6715469050470317,0.16215255623683333,0.5536140665425949,0.5326682409372686,0.15254237288135594,0.1467295002318153,0.15869296505115926,0.4591829914612956,0.4202826633489849,0.35771225661903805,1.174560546875,5.433467479999763
176.0257156329999,4,41.81376113599981,0,0.0001,0.0001,2026-08-15T20:37:50+00:00,0.2322398459627515,0.8137238252730596,0.20639205546606154,0.37509192147898296,0.9599454365079365,36.41136557599975,0.6572203798613204,0.6137335181423185,0.34142843959853053,0.8113453648984432,0.6572203798613204,0.6137335181423185,0.5078369905956113,0.4794518350520043,0.2919451594352722,0.4528685858512353,0.42711358023880974,0.1935483870967742,0.18815538752210648,0.17797176452586427,0.4564734723824639,0.3987628693481404,0.34916299413463703,1.248291015625,5.38856591900003
219.02537609,5,42.88603031999992,0,0.0001,0.0001,2026-08-15T20:38:33+00:00,0.2510018876147649,0.7691834923766908,0.19870153116801428,0.3194800719382271,1.0094866071428572,37.44313172400007,0.8067902034469353,0.7748897887265658,0.21770218294113874,0.5478059640154243,0.8067902034469353,0.7748897887265658,0.729064039408867,0.7069246573169183,0.16467190254479647,0.5769920646917716,0.557213828538383,0.1951219512195122,0.1898270395716648,0.1654318842338398,0.5077848214670154,0.45692308033535733,0.40547912822964294,1.161376953125,5.4260018429999946
261.38124832999983,6,42.15481954100005,0,0.0001,0.0001,2026-08-15T20:39:15+00:00,0.2080838412992538,0.6207163981975071,0.16639090873419293,0.24624164970148177,0.9019717261904762,36.75368720600045,0.6803484423446036,0.6380584502234065,0.32031734799966216,0.8111766744405031,0.6803484423446036,0.6380584502234065,0.5535714285714286,0.5253332265563724,0.2596848802641034,0.5028098916125336,0.4778447233358321,0.27450980392156865,0.27014249322771755,0.2311744595936034,0.5217270116384208,0.47940812927537424,0.4340648024292256,1.0865478515625,5.385779559999719
303.86431538299985,7,42.28523583599963,0,0.0001,0.0001,2026-08-15T20:39:58+00:00,0.19648516036215283,0.695574320497967,0.16903609971678446,0.33005306053729283,0.7639508928571429,36.879159880000316,0.8013071895424837,0.7689222045821076,0.2178218485787511,0.5381180178374052,0.8013071895424837,0.7689222045821076,0.6684073107049608,0.6430976184474884,0.17703907703980803,0.5432381667491483,0.5221182599807658,0.16,0.15433495691270138,0.14325709373224527,0.5492662653390123,0.5218092504282936,0.5005080981768308,1.0147705078125,5.389215296000202
345.75396441199973,8,41.68465456500007,0,0.0001,0.0001,2026-08-15T20:40:40+00:00,0.1995994093872252,0.6068940985770452,0.16422546879639702,0.24306921965427816,0.7925657242063492,36.30192160600018,0.7994216614090431,0.7669986022173205,0.22557391738519073,0.5423920033499599,0.7994216614090431,0.7669986022173205,0.6684350132625995,0.6436260118262582,0.18197389272972941,0.5467568225916969,0.52579032020413,0.1724137931034483,0.16674634656881115,0.13484418601728976,0.5522851625850043,0.4934004476399026,0.46606796562328745,1.080322265625,5.366807917999722
388.389538162,9,42.52385526599983,0,0.0001,0.0001,2026-08-15T20:41:22+00:00,0.18349940341616433,0.5741364634226239,0.15897833331236763,0.2316587274628026,0.7321118551587301,37.133779973999935,0.8458109498228369,0.8158372853171404,0.15785865765064955,0.42385824397206306,0.8458109498228369,0.8158372853171404,0.7741935483870968,0.7531314121213978,0.13000455172732472,0.5937649402635262,0.5748267330416025,0.16129032258064516,0.15551150168626915,0.13599503505975008,0.5245727191182523,0.462456087612561,0.41550548678077703,1.24462890625,5.374969600999975
430.90281436999976,10,42.41200735199982,0,0.0001,0.0001,2026-08-15T20:42:05+00:00,0.18473621647036265,0.5399756152478475,0.15503483312943625,0.2002045675402596,0.7313678075396826,36.98032219600009,0.8243380855397149,0.7945793878819644,0.19947832031175494,0.484242707490921,0.8243380855397149,0.7945793878819644,0.6889460154241646,0.6647494388035509,0.16478720679879189,0.5724552445389802,0.5526849869386994,0.20408163265306123,0.19872613413058282,0.11997717502526939,0.5755863451202982,0.5447371702248371,0.5310688328813806,0.9443359375,5.414708519999749
